"","pC","pD","pM","rep","stability","oscilations","resilience"
"C596",0.16,0.12,0.72,9,TRUE,TRUE,0.272310077547831
"C597",0.141414141414141,0.161616161616162,0.696969696969697,10,TRUE,TRUE,0.280824644507418
"C598",0.14,0.14,0.72,11,TRUE,TRUE,0.297641363705453
"C599",0.07,0.14,0.79,12,TRUE,TRUE,0.32113410012691
"C600",0.13,0.1,0.77,13,TRUE,TRUE,0.278663440753781
"C601",0.14,0.15,0.71,14,TRUE,TRUE,0.267877711353126
"C602",0.09,0.13,0.78,15,TRUE,TRUE,0.294754532574419
"C603",0.12,0.17,0.71,16,TRUE,TRUE,0.251903317632424
"C604",0.17,0.05,0.78,17,TRUE,TRUE,0.272396997272471
"C605",0.11,0.19,0.7,18,TRUE,TRUE,0.255818010481005
"C606",0.15,0.14,0.71,19,TRUE,TRUE,0.363152775921652
"C607",0.16,0.16,0.68,20,TRUE,TRUE,0.204186383442084
"C608",0.16,0.12,0.72,1,TRUE,TRUE,0.234830240528546
"C609",0.101010101010101,0.101010101010101,0.797979797979798,2,TRUE,TRUE,0.20208836284055
"C610",0.15,0.14,0.71,3,TRUE,TRUE,0.211192686674098
"C611",0.1,0.17,0.73,4,TRUE,TRUE,0.230792610573102
"C612",0.1,0.07,0.83,5,TRUE,TRUE,0.290995040405536
"C613",0.12,0.09,0.79,6,TRUE,TRUE,0.265713781629121
"C614",0.2,0.12,0.68,7,TRUE,TRUE,0.234916126919722
"C615",0.11,0.12,0.77,8,TRUE,TRUE,0.211773521471194
"C616",0.0808080808080808,0.212121212121212,0.707070707070707,9,TRUE,TRUE,0.302186195829481
"C617",0.121212121212121,0.131313131313131,0.747474747474748,10,TRUE,TRUE,0.217197631209755
"C618",0.11,0.13,0.76,11,TRUE,TRUE,0.224364029470205
"C619",0.11,0.14,0.75,12,TRUE,TRUE,0.228149406513581
"C620",0.12,0.11,0.77,13,TRUE,TRUE,0.227727842997433
"C621",0.12,0.14,0.74,14,TRUE,TRUE,0.283604872083047
"C622",0.18,0.12,0.7,15,TRUE,TRUE,0.278795631539321
"C623",0.11,0.18,0.71,16,TRUE,TRUE,0.283924822801397
"C624",0.14,0.1,0.76,17,TRUE,TRUE,0.345752923341879
"C625",0.12,0.09,0.79,18,TRUE,TRUE,0.209974618177122
"C626",0.0808080808080808,0.141414141414141,0.777777777777778,19,TRUE,TRUE,0.257667631434993
"C627",0.0909090909090909,0.0808080808080808,0.828282828282828,20,TRUE,TRUE,0.262770364151712
"C628",0.111111111111111,0.141414141414141,0.747474747474748,1,TRUE,TRUE,0.263327158440308
"C629",0.08,0.08,0.84,2,TRUE,TRUE,0.271132297163985
"C630",0.0909090909090909,0.0909090909090909,0.818181818181818,3,TRUE,TRUE,0.21942850634463
"C631",0.17,0.15,0.68,4,TRUE,TRUE,0.312318917194839
"C632",0.09,0.08,0.83,5,TRUE,TRUE,0.210279567361857
"C633",0.14,0.14,0.72,6,TRUE,TRUE,0.234796247161865
"C634",0.12,0.14,0.74,7,TRUE,TRUE,0.257725214962497
"C635",0.09,0.14,0.77,8,TRUE,TRUE,0.230406341613788
"C636",0.11,0.12,0.77,9,TRUE,TRUE,0.275265216666996
"C637",0.14,0.14,0.72,10,TRUE,TRUE,0.244505724974179
"C638",0.1,0.14,0.76,11,TRUE,TRUE,0.257463162313606
"C639",0.12,0.14,0.74,12,TRUE,TRUE,0.257458661118266
"C640",0.09,0.08,0.83,13,TRUE,TRUE,0.204401219728118
"C641",0.1,0.12,0.78,14,TRUE,TRUE,0.303852595026467
"C642",0.0909090909090909,0.121212121212121,0.787878787878788,15,TRUE,TRUE,0.277865958117179
"C643",0.13,0.09,0.78,16,TRUE,TRUE,0.332939280480193
"C644",0.17,0.09,0.74,17,TRUE,TRUE,0.249528891125584
"C645",0.09,0.17,0.74,18,TRUE,TRUE,0.247088313312283
"C646",0.14,0.12,0.74,19,TRUE,TRUE,0.248148493164971
"C647",0.13,0.11,0.76,20,TRUE,TRUE,0.27788105699286
"C648",0.08,0.14,0.78,1,TRUE,TRUE,0.31066251926124
"C649",0.101010101010101,0.111111111111111,0.787878787878788,2,TRUE,TRUE,0.356851305406832
"C650",0.08,0.16,0.76,3,TRUE,TRUE,0.204905985251099
"C651",0.11,0.07,0.82,4,TRUE,TRUE,0.206104347726609
"C652",0.1,0.11,0.79,5,TRUE,TRUE,0.255925454828685
"C653",0.11,0.11,0.78,6,TRUE,TRUE,0.201550349639976
"C654",0.1,0.15,0.75,7,TRUE,TRUE,0.278083019141259
"C655",0.07,0.11,0.82,8,TRUE,TRUE,0.22246752218337
"C656",0.13,0.04,0.83,9,TRUE,TRUE,0.320628142956038
"C657",0.1,0.09,0.81,10,TRUE,TRUE,0.24667190927444
"C658",0.111111111111111,0.101010101010101,0.787878787878788,11,TRUE,TRUE,0.264533984539034
"C659",0.0606060606060606,0.111111111111111,0.828282828282828,12,TRUE,TRUE,0.215520092131942
"C660",0.15,0.13,0.72,13,TRUE,TRUE,0.241857312388342
"C661",0.1,0.16,0.74,14,TRUE,TRUE,0.233628233614835
"C662",0.1,0.1,0.8,15,TRUE,TRUE,0.270201655814766
"C663",0.07,0.1,0.83,16,TRUE,TRUE,0.214110445193164
"C664",0.0808080808080808,0.161616161616162,0.757575757575758,17,TRUE,TRUE,0.309263255135158
"C665",0.101010101010101,0.111111111111111,0.787878787878788,18,TRUE,TRUE,0.303301687982615
"C666",0.12,0.1,0.78,19,TRUE,TRUE,0.244736341554788
"C667",0.08,0.11,0.81,20,TRUE,TRUE,0.2506599349849
"C668",0.08,0.06,0.86,1,TRUE,TRUE,0.228381901150566
"C669",0.12,0.06,0.82,2,TRUE,TRUE,0.266426199746262
"C670",0.1,0.06,0.84,3,TRUE,TRUE,0.236358544020725
"C671",0.11,0.1,0.79,4,TRUE,TRUE,0.224290620756118
"C672",0.05,0.15,0.8,5,TRUE,TRUE,0.223800559328738
"C673",0.09,0.08,0.83,6,TRUE,TRUE,0.215411429678983
"C674",0.07,0.12,0.81,7,TRUE,TRUE,0.212985195070284
"C675",0.04,0.12,0.84,8,TRUE,TRUE,0.230132506160295
"C676",0.13,0.08,0.79,9,TRUE,TRUE,0.235541978991588
"C677",0.1,0.09,0.81,10,TRUE,TRUE,0.214534334461357
"C678",0.1,0.13,0.77,11,TRUE,TRUE,0.306346073447244
"C679",0.14,0.14,0.72,12,TRUE,TRUE,0.216541671707617
"C680",0.1,0.09,0.81,13,TRUE,TRUE,0.26343741494468
"C681",0.06,0.05,0.89,14,TRUE,TRUE,0.211853141403993
"C682",0.14,0.08,0.78,15,TRUE,TRUE,0.331160758507906
"C683",0.08,0.06,0.86,16,TRUE,TRUE,0.284433092885517
"C684",0.0505050505050505,0.121212121212121,0.828282828282828,17,TRUE,TRUE,0.200462256620507
"C685",0.12,0.1,0.78,18,TRUE,TRUE,0.247378412402116
"C686",0.141414141414141,0.0606060606060606,0.797979797979798,19,TRUE,TRUE,0.259165719454313
"C687",0.05,0.07,0.88,20,TRUE,TRUE,0.207197394185689
"C689",0.37,0.6,0.03,2,FALSE,TRUE,0.447300506558438
"C691",0.3,0.69,0.01,4,FALSE,TRUE,0.397204358363973
"C695",0.33,0.66,0.01,8,FALSE,TRUE,0.426969032206672
"C696",0.45,0.54,0.01,9,FALSE,TRUE,0.48666035881228
"C698",0.32,0.67,0.01,11,FALSE,TRUE,0.37544557940758
"C699",0.393939393939394,0.595959595959596,0.0101010101010101,12,FALSE,TRUE,0.38601864330986
"C703",0.3,0.69,0.01,16,FALSE,TRUE,0.342067611531248
"C705",0.33,0.66,0.01,18,FALSE,TRUE,0.348249246235124
"C708",0.282828282828283,0.464646464646465,0.252525252525253,1,TRUE,TRUE,0.407869595997809
"C709",0.28,0.52,0.2,2,FALSE,TRUE,0.363648463194926
"C710",0.22,0.52,0.26,3,TRUE,TRUE,0.290081368945026
"C711",0.26,0.38,0.36,4,FALSE,TRUE,0.441698667313761
"C712",0.27,0.44,0.29,5,FALSE,TRUE,0.419107394455078
"C713",0.15,0.52,0.33,6,TRUE,TRUE,0.32778398186026
"C714",0.27,0.5,0.23,7,FALSE,TRUE,0.337915774427808
"C715",0.24,0.49,0.27,8,TRUE,TRUE,0.415045399630371
"C716",0.26,0.51,0.23,9,FALSE,TRUE,0.410973495398052
"C717",0.262626262626263,0.434343434343434,0.303030303030303,10,FALSE,TRUE,0.294733015621503
"C718",0.29,0.44,0.27,11,TRUE,TRUE,0.33064033864458
"C719",0.31,0.43,0.26,12,TRUE,TRUE,0.382284632666083
"C720",0.17,0.53,0.3,13,TRUE,TRUE,0.339461803463122
"C721",0.17,0.56,0.27,14,FALSE,TRUE,0.364925073660025
"C722",0.22,0.53,0.25,15,TRUE,TRUE,0.334788165135949
"C723",0.2,0.61,0.19,16,TRUE,TRUE,0.337825604185107
"C724",0.24,0.55,0.21,17,TRUE,TRUE,0.452113747124393
"C725",0.23,0.46,0.31,18,TRUE,TRUE,0.339667829048315
"C726",0.26,0.51,0.23,19,FALSE,TRUE,0.420419916691019
"C727",0.2,0.56,0.24,20,TRUE,TRUE,0.275146650234475
"C728",0.18,0.42,0.4,1,TRUE,TRUE,0.27945641290884
"C729",0.22,0.39,0.39,2,FALSE,TRUE,0.409391163174323
"C730",0.25,0.39,0.36,3,TRUE,TRUE,0.338384384524102
"C731",0.2,0.37,0.43,4,TRUE,TRUE,0.363674638097857
"C732",0.21,0.31,0.48,5,TRUE,TRUE,0.311862957450104
"C733",0.17,0.37,0.46,6,TRUE,TRUE,0.262699490458688
"C734",0.1,0.43,0.47,7,TRUE,TRUE,0.292998780306688
"C735",0.25,0.41,0.34,8,TRUE,TRUE,0.358107411773114
"C736",0.26,0.34,0.4,9,FALSE,TRUE,0.399572451517433
"C737",0.191919191919192,0.363636363636364,0.444444444444444,10,TRUE,TRUE,0.334807193807086
"C738",0.1,0.41,0.49,11,TRUE,TRUE,0.280422946174786
"C739",0.19,0.38,0.43,12,TRUE,TRUE,0.263026965493875
"C740",0.23,0.43,0.34,13,TRUE,TRUE,0.412440137260915
"C741",0.19,0.49,0.32,14,FALSE,TRUE,0.289191207311937
"C742",0.2,0.41,0.39,15,FALSE,TRUE,0.411234887192056
"C743",0.2,0.4,0.4,16,TRUE,TRUE,0.334346122943129
"C744",0.22,0.4,0.38,17,TRUE,TRUE,0.377773111553946
"C745",0.26,0.43,0.31,18,TRUE,TRUE,0.379525538763918
"C746",0.24,0.35,0.41,19,FALSE,TRUE,0.461118445205994
"C747",0.21,0.4,0.39,20,TRUE,TRUE,0.31792601098622
"C748",0.09,0.34,0.57,1,TRUE,TRUE,0.285715595571938
"C749",0.14,0.35,0.51,2,TRUE,TRUE,0.330308653426007
"C750",0.09,0.46,0.45,3,TRUE,TRUE,0.23009281342263
"C751",0.18,0.32,0.5,4,TRUE,TRUE,0.347253954493304
"C752",0.242424242424242,0.404040404040404,0.353535353535354,5,TRUE,TRUE,0.383763992242166
"C753",0.2,0.28,0.52,6,TRUE,TRUE,0.323515789174427
"C754",0.14,0.27,0.59,7,TRUE,TRUE,0.305760459697919
"C755",0.16,0.34,0.5,8,TRUE,TRUE,0.334347613556149
"C756",0.18,0.3,0.52,9,TRUE,TRUE,0.290551174570772
"C757",0.1,0.32,0.58,10,TRUE,TRUE,0.277470501543967
"C758",0.12,0.36,0.52,11,TRUE,TRUE,0.223890481408758
"C759",0.2,0.34,0.46,12,FALSE,TRUE,0.300265417962583
"C760",0.14,0.29,0.57,13,TRUE,TRUE,0.232991221914712
"C761",0.14,0.35,0.51,14,TRUE,TRUE,0.346536974009961
"C762",0.18,0.3,0.52,15,TRUE,TRUE,0.281707750111712
"C763",0.22,0.29,0.49,16,TRUE,TRUE,0.339573476854948
"C764",0.12,0.32,0.56,17,TRUE,TRUE,0.269235132405984
"C765",0.2,0.35,0.45,18,FALSE,TRUE,0.353336430018625
"C766",0.17,0.33,0.5,19,TRUE,TRUE,0.295807921819276
"C767",0.16,0.42,0.42,20,TRUE,TRUE,0.397113488946655
"C768",0.17,0.23,0.6,1,TRUE,TRUE,0.239232772907972
"C769",0.16,0.28,0.56,2,TRUE,TRUE,0.293582447264016
"C770",0.17,0.28,0.55,3,TRUE,TRUE,0.305933654948569
"C771",0.141414141414141,0.404040404040404,0.454545454545455,4,TRUE,TRUE,0.291228688261038
"C772",0.18,0.27,0.55,5,FALSE,TRUE,0.393040645824176
"C773",0.2,0.22,0.58,6,TRUE,TRUE,0.407062678016895
"C774",0.2,0.26,0.54,7,FALSE,TRUE,0.372546254000484
"C775",0.14,0.22,0.64,8,TRUE,TRUE,0.335917024265237
"C776",0.15,0.23,0.62,9,TRUE,TRUE,0.239506915064568
"C777",0.18,0.38,0.44,10,TRUE,TRUE,0.30595356670392
"C778",0.16,0.2,0.64,11,TRUE,TRUE,0.38069307147019
"C779",0.15,0.31,0.54,12,TRUE,TRUE,0.36107473705318
"C780",0.17,0.22,0.61,13,TRUE,TRUE,0.272061126938255
"C781",0.15,0.27,0.58,14,TRUE,TRUE,0.304982851213658
"C782",0.17,0.21,0.62,15,TRUE,TRUE,0.374387564204137
"C783",0.131313131313131,0.343434343434343,0.525252525252525,16,TRUE,TRUE,0.233401616019843
"C784",0.16,0.28,0.56,17,TRUE,TRUE,0.350929449477743
"C785",0.16,0.25,0.59,18,TRUE,TRUE,0.231268931848357
"C786",0.13,0.28,0.59,19,TRUE,TRUE,0.31658660461967
"C787",0.13,0.27,0.6,20,TRUE,TRUE,0.282660996277794
"C788",0.11,0.31,0.58,1,TRUE,TRUE,0.334289149132913
"C789",0.14,0.27,0.59,2,TRUE,TRUE,0.296432489133712
"C790",0.14,0.24,0.62,3,TRUE,TRUE,0.322968628886993
"C791",0.1,0.16,0.74,4,TRUE,TRUE,0.245715089135761
"C792",0.08,0.33,0.59,5,TRUE,TRUE,0.322627585946342
"C793",0.14,0.28,0.58,6,TRUE,TRUE,0.265581212523551
"C794",0.15,0.22,0.63,7,TRUE,TRUE,0.249805974803881
"C795",0.12,0.25,0.63,8,TRUE,TRUE,0.248032800824106
"C796",0.14,0.22,0.64,9,TRUE,TRUE,0.266775583700185
"C797",0.14,0.27,0.59,10,TRUE,TRUE,0.303778257581338
"C798",0.15,0.25,0.6,11,TRUE,TRUE,0.293297692692027
"C799",0.19,0.19,0.62,12,TRUE,TRUE,0.361008490402572
"C800",0.2,0.21,0.59,13,TRUE,TRUE,0.23713116535126
"C801",0.12,0.25,0.63,14,TRUE,TRUE,0.273645015077144
"C802",0.14,0.28,0.58,15,TRUE,TRUE,0.268698044772683
"C803",0.1,0.23,0.67,16,TRUE,TRUE,0.256541904200218
"C804",0.11,0.27,0.62,17,TRUE,TRUE,0.223874614159658
"C805",0.141414141414141,0.252525252525253,0.606060606060606,18,TRUE,TRUE,0.280335852055647
"C806",0.12,0.24,0.64,19,TRUE,TRUE,0.245501037454013
"C807",0.1,0.28,0.62,20,TRUE,TRUE,0.19895395097916
"C808",0.06,0.26,0.68,1,TRUE,TRUE,0.237550167017939
"C809",0.13,0.18,0.69,2,TRUE,TRUE,0.266903242851303
"C810",0.08,0.2,0.72,3,TRUE,TRUE,0.229440156327752
"C811",0.12,0.22,0.66,4,TRUE,TRUE,0.233556496043184
"C812",0.19,0.17,0.64,5,TRUE,TRUE,0.287808612537579
"C813",0.09,0.25,0.66,6,TRUE,TRUE,0.248237349867028
"C814",0.0606060606060606,0.262626262626263,0.676767676767677,7,TRUE,TRUE,0.218668131354092
"C815",0.12,0.19,0.69,8,TRUE,TRUE,0.329029885816465
"C816",0.14,0.27,0.59,9,TRUE,TRUE,0.229101994314958
"C817",0.07,0.22,0.71,10,TRUE,TRUE,0.210680653752921
"C818",0.09,0.31,0.6,11,TRUE,TRUE,0.279130022073839
"C819",0.11,0.19,0.7,12,TRUE,TRUE,0.255600500112553
"C820",0.11,0.27,0.62,13,TRUE,TRUE,0.212526971490348
"C821",0.16,0.18,0.66,14,TRUE,TRUE,0.239796834804164
"C822",0.08,0.19,0.73,15,TRUE,TRUE,0.209829675953713
"C823",0.06,0.3,0.64,16,TRUE,TRUE,0.232865017968801
"C824",0.1,0.26,0.64,17,TRUE,TRUE,0.23620101224787
"C825",0.07,0.26,0.67,18,TRUE,TRUE,0.208544339682647
"C826",0.06,0.19,0.75,19,TRUE,TRUE,0.223493216524875
"C827",0.12,0.27,0.61,20,TRUE,TRUE,0.273197068166044
"C828",0.15,0.14,0.71,1,TRUE,TRUE,0.306699569042095
"C829",0.06,0.21,0.73,2,TRUE,TRUE,0.200179042827189
"C830",0.11,0.19,0.7,3,TRUE,TRUE,0.269758359007447
"C831",0.14,0.22,0.64,4,TRUE,TRUE,0.31819331283759
"C832",0.08,0.2,0.72,5,TRUE,TRUE,0.202652374679255
"C833",0.07,0.21,0.72,6,TRUE,TRUE,0.262269780669822
"C834",0.06,0.22,0.72,7,TRUE,TRUE,0.253173818955647
"C835",0.07,0.24,0.69,8,TRUE,TRUE,0.224741462344658
"C836",0.09,0.16,0.75,9,TRUE,TRUE,0.219054934582878
"C837",0.09,0.25,0.66,10,TRUE,TRUE,0.22805437364828
"C838",0.05,0.24,0.71,11,TRUE,TRUE,0.224122438479703
"C839",0.12,0.19,0.69,12,TRUE,TRUE,0.291688195217829
"C840",0.08,0.24,0.68,13,TRUE,TRUE,0.197115141940623
"C841",0.14,0.19,0.67,14,TRUE,TRUE,0.33753334716827
"C842",0.1,0.2,0.7,15,TRUE,TRUE,0.278490946863048
"C843",0.06,0.19,0.75,16,TRUE,TRUE,0.259450356410864
"C844",0.05,0.25,0.7,17,TRUE,TRUE,0.212847210518116
"C845",0.12,0.2,0.68,18,TRUE,TRUE,0.261868821468026
"C846",0.11,0.17,0.72,19,TRUE,TRUE,0.342442650528137
"C847",0.1,0.17,0.73,20,TRUE,TRUE,0.27429247026159
"C848",0.07,0.22,0.71,1,TRUE,TRUE,0.228735971635269
"C849",0.11,0.1,0.79,2,TRUE,TRUE,0.210610631486998
"C850",0.1,0.15,0.75,3,TRUE,TRUE,0.205907518041209
"C851",0.12,0.17,0.71,4,TRUE,TRUE,0.230380060813733
"C852",0.06,0.17,0.77,5,TRUE,TRUE,0.221327085315778
"C853",0.08,0.19,0.73,6,TRUE,TRUE,0.325731660968419
"C854",0.05,0.25,0.7,7,TRUE,TRUE,0.305344341016072
"C855",0.13,0.13,0.74,8,TRUE,TRUE,0.251704613722421
"C856",0.11,0.17,0.72,9,TRUE,TRUE,0.264399358973988
"C857",0.13,0.17,0.7,10,TRUE,TRUE,0.358900166875187
"C858",0.05,0.19,0.76,11,TRUE,TRUE,0.208425016059195
"C859",0.07,0.16,0.77,12,TRUE,TRUE,0.238457226248248
"C860",0.05,0.18,0.77,13,TRUE,TRUE,0.249712724945184
"C861",0.0505050505050505,0.252525252525253,0.696969696969697,14,TRUE,TRUE,0.226410404567868
"C862",0.1,0.23,0.67,15,TRUE,TRUE,0.211510259641161
"C863",0.09,0.15,0.76,16,TRUE,TRUE,0.275319196460419
"C864",0.0707070707070707,0.212121212121212,0.717171717171717,17,TRUE,TRUE,0.223896740857874
"C865",0.07,0.26,0.67,18,TRUE,TRUE,0.2042138898422
"C866",0.15,0.17,0.68,19,TRUE,TRUE,0.272866561090959
"C867",0.08,0.17,0.75,20,TRUE,TRUE,0.273843978378619
"C868",0.08,0.13,0.79,1,TRUE,TRUE,0.204028904681176
"C869",0.08,0.09,0.83,2,TRUE,TRUE,0.210351703445218
"C870",0.0707070707070707,0.171717171717172,0.757575757575758,3,TRUE,TRUE,0.214266174522363
"C871",0.12,0.21,0.67,4,TRUE,TRUE,0.317763936575482
"C872",0.11,0.18,0.71,5,TRUE,TRUE,0.262793130592565
"C873",0.02,0.18,0.8,6,TRUE,TRUE,0.198090740244732
"C874",0.05,0.17,0.78,7,TRUE,TRUE,0.229573697958928
"C875",0.08,0.15,0.77,8,TRUE,TRUE,0.315447997676535
"C876",0.04,0.18,0.78,9,TRUE,TRUE,0.223198844275311
"C877",0.07,0.16,0.77,10,TRUE,TRUE,0.219842154626841
"C878",0.07,0.21,0.72,11,TRUE,TRUE,0.249863986121793
"C879",0.12,0.15,0.73,12,TRUE,TRUE,0.309364715336366
"C880",0.13,0.17,0.7,13,TRUE,TRUE,0.267832085220381
"C881",0.07,0.12,0.81,14,TRUE,TRUE,0.232969580515684
"C882",0.09,0.16,0.75,15,TRUE,TRUE,0.219800104842156
"C883",0.1,0.2,0.7,16,TRUE,TRUE,0.240430567153884
"C884",0.12,0.2,0.68,17,TRUE,TRUE,0.265341807048939
"C885",0.04,0.16,0.8,18,TRUE,TRUE,0.302464022509665
"C886",0.07,0.2,0.73,19,TRUE,TRUE,0.264249864771053
"C887",0.12,0.21,0.67,20,TRUE,TRUE,0.25683188871699
"C889",0.16,0.83,0.01,2,FALSE,TRUE,0.407893610222099
"C896",0.28,0.7,0.02,9,FALSE,TRUE,0.53379817066721
"C899",0.31,0.67,0.02,12,FALSE,TRUE,0.401832070800874
"C904",0.3,0.69,0.01,17,FALSE,TRUE,0.402382021260983
"C908",0.25,0.58,0.17,1,TRUE,TRUE,0.353739564622414
"C909",0.27,0.57,0.16,2,FALSE,TRUE,0.405486662889777
"C910",0.21,0.56,0.23,3,TRUE,TRUE,0.351357742738915
"C911",0.19,0.58,0.23,4,FALSE,TRUE,0.382566972856542
"C912",0.31,0.42,0.27,5,FALSE,TRUE,0.289505319226192
"C913",0.23,0.6,0.17,6,FALSE,TRUE,0.466309287163733
"C914",0.14,0.64,0.22,7,TRUE,TRUE,0.365750464267623
"C915",0.22,0.58,0.2,8,FALSE,TRUE,0.334898588518855
"C916",0.19,0.62,0.19,9,TRUE,TRUE,0.384470502980041
"C917",0.27,0.57,0.16,10,TRUE,TRUE,0.359922407430361
"C918",0.17,0.54,0.29,11,TRUE,TRUE,0.291018951333918
"C919",0.21,0.57,0.22,12,FALSE,TRUE,0.430061700755424
"C920",0.22,0.61,0.17,13,FALSE,TRUE,0.406566736402814
"C921",0.19,0.59,0.22,14,TRUE,TRUE,0.272620429052543
"C922",0.151515151515152,0.626262626262626,0.222222222222222,15,FALSE,TRUE,0.353934316281443
"C923",0.28,0.51,0.21,16,FALSE,TRUE,0.423961923169293
"C924",0.19,0.67,0.14,17,FALSE,TRUE,0.387477807034111
"C925",0.19,0.59,0.22,18,FALSE,TRUE,0.316977719928326
"C926",0.16,0.56,0.28,19,TRUE,TRUE,0.30404884024625
"C927",0.22,0.57,0.21,20,FALSE,TRUE,0.2993910372969
"C928",0.12,0.56,0.32,1,TRUE,TRUE,0.271899067493982
"C929",0.18,0.49,0.33,2,TRUE,TRUE,0.297578699837031
"C930",0.17,0.43,0.4,3,TRUE,TRUE,0.475644649194238
"C931",0.17,0.55,0.28,4,FALSE,TRUE,0.368803244456842
"C932",0.16,0.54,0.3,5,TRUE,TRUE,0.389688621660902
"C933",0.19,0.48,0.33,6,TRUE,TRUE,0.312441176651061
"C934",0.17,0.49,0.34,7,TRUE,TRUE,0.350816388846614
"C935",0.15,0.53,0.32,8,TRUE,TRUE,0.331601654533469
"C936",0.2,0.46,0.34,9,FALSE,TRUE,0.278792493335995
"C937",0.13,0.56,0.31,10,TRUE,TRUE,0.276300516155312
"C938",0.17,0.54,0.29,11,TRUE,TRUE,0.43689712469416
"C939",0.161616161616162,0.565656565656566,0.272727272727273,12,FALSE,TRUE,0.387192707699222
"C940",0.12,0.49,0.39,13,TRUE,TRUE,0.289776729252277
"C941",0.17,0.54,0.29,14,TRUE,TRUE,0.365837559971725
"C942",0.2,0.48,0.32,15,FALSE,TRUE,0.425364640938047
"C943",0.11,0.56,0.33,16,TRUE,TRUE,0.279819192580317
"C944",0.12,0.57,0.31,17,TRUE,TRUE,0.226857127843033
"C945",0.23,0.43,0.34,18,TRUE,TRUE,0.406022985025392
"C946",0.14,0.54,0.32,19,FALSE,TRUE,0.265446747161674
"C947",0.141414141414141,0.545454545454545,0.313131313131313,20,TRUE,TRUE,0.345039185449715
"C948",0.12,0.44,0.44,1,TRUE,TRUE,0.269596015059064
"C949",0.1,0.44,0.46,2,TRUE,TRUE,0.267503683496568
"C950",0.13,0.43,0.44,3,TRUE,TRUE,0.228301661539842
"C951",0.12,0.45,0.43,4,TRUE,TRUE,0.305017016078787
"C952",0.15,0.48,0.37,5,TRUE,TRUE,0.303406454515827
"C953",0.14,0.47,0.39,6,TRUE,TRUE,0.291775740468651
"C954",0.14,0.48,0.38,7,TRUE,TRUE,0.250312403813476
"C955",0.151515151515152,0.464646464646465,0.383838383838384,8,FALSE,TRUE,0.330745155402726
"C956",0.22,0.37,0.41,9,TRUE,TRUE,0.287813462112037
"C957",0.11,0.46,0.43,10,TRUE,TRUE,0.37620556579112
"C958",0.19,0.51,0.3,11,FALSE,TRUE,0.387429212921122
"C959",0.13,0.48,0.39,12,TRUE,TRUE,0.273036494126732
"C960",0.14,0.44,0.42,13,TRUE,TRUE,0.293217603814391
"C961",0.1,0.47,0.43,14,TRUE,TRUE,0.221159752223779
"C962",0.15,0.38,0.47,15,TRUE,TRUE,0.265068853553566
"C963",0.18,0.45,0.37,16,TRUE,TRUE,0.309572028336522
"C964",0.14,0.48,0.38,17,TRUE,TRUE,0.269234273000881
"C965",0.12,0.45,0.43,18,FALSE,TRUE,0.269864456574592
"C966",0.2,0.41,0.39,19,TRUE,TRUE,0.40179211763862
"C967",0.09,0.45,0.46,20,TRUE,TRUE,0.258601985651761
"C968",0.12,0.46,0.42,1,TRUE,TRUE,0.339911373313369
"C969",0.111111111111111,0.343434343434343,0.545454545454545,2,TRUE,TRUE,0.269417479457197
"C970",0.11,0.36,0.53,3,TRUE,TRUE,0.295651319610326
"C971",0.14,0.24,0.62,4,TRUE,TRUE,0.328690657212123
"C972",0.14,0.33,0.53,5,TRUE,TRUE,0.26915135980254
"C973",0.16,0.4,0.44,6,TRUE,TRUE,0.266819733853499
"C974",0.17,0.3,0.53,7,TRUE,TRUE,0.282886228678989
"C975",0.0808080808080808,0.343434343434343,0.575757575757576,8,TRUE,TRUE,0.223047525294845
"C976",0.14,0.37,0.49,9,TRUE,TRUE,0.279308047133911
"C977",0.17,0.36,0.47,10,TRUE,TRUE,0.318873162145355
"C978",0.17,0.34,0.49,11,TRUE,TRUE,0.27371186730927
"C979",0.11,0.49,0.4,12,TRUE,TRUE,0.256232648441138
"C980",0.12,0.41,0.47,13,TRUE,TRUE,0.208292091021675
"C981",0.17,0.37,0.46,14,TRUE,TRUE,0.347514537309815
"C982",0.11,0.48,0.41,15,TRUE,TRUE,0.269153619846497
"C983",0.18,0.3,0.52,16,TRUE,TRUE,0.276310386335365
"C984",0.121212121212121,0.353535353535354,0.525252525252525,17,TRUE,TRUE,0.292691934349848
"C985",0.11,0.44,0.45,18,TRUE,TRUE,0.240234544298313
"C986",0.11,0.35,0.54,19,TRUE,TRUE,0.224089028177339
"C987",0.13,0.42,0.45,20,TRUE,TRUE,0.251906700702124
"C988",0.09,0.3,0.61,1,TRUE,TRUE,0.219468073014876
"C989",0.07,0.35,0.58,2,TRUE,TRUE,0.219062899477217
"C990",0.15,0.29,0.56,3,TRUE,TRUE,0.271000386134846
"C991",0.09,0.42,0.49,4,TRUE,TRUE,0.211995335401663
"C992",0.12,0.34,0.54,5,TRUE,TRUE,0.308779809104003
"C993",0.13,0.4,0.47,6,TRUE,TRUE,0.313383319092365
"C994",0.08,0.29,0.63,7,TRUE,TRUE,0.29497475005375
"C995",0.07,0.35,0.58,8,TRUE,TRUE,0.261755801568986
"C996",0.1,0.36,0.54,9,TRUE,TRUE,0.255052226475762
"C997",0.07,0.34,0.59,10,TRUE,TRUE,0.239907282932234
"C998",0.15,0.36,0.49,11,TRUE,TRUE,0.345428837786385
"C999",0.11,0.29,0.6,12,TRUE,TRUE,0.285471651903487
